timestamp-old,speaker,words,tags,highlight,timelink,timestamp
,EM:,Again we meet today on 16th January here at Mangochi. We thank God for the New Year. Happy New Year!,Mangochi,,,
,PK:,Happy New year to you too Mr. Elias,,,,
,EM:,"Yes, let this be the year of progress in our work, families, and in all what we aspire to achieve during the year",,,,
,PK:,Very true let God bless us all,,,,
,EM:,How is home?,,,,
,PK:,Home is fine. How about where you come from?,,,,
,EM:,"No, everyone there is fine. It is good that we meet like this unlike through the phone. Our interaction would have been artificial.",,,,
,PL:,"Very true. This is very good unlike if it was through the phone, as there so many issues of network down here. With that we could find ourselves lost and the chat would have been a bit weird. In addition, unending blackouts we could have our phones dead.",,,,
,EM:,Yes it is becoming terrible now with brownouts. But thank you for accepting my call and to come for this interview. We do appreciate.,,,,
,PK:,"You are welcome, and feel free to ask me any questions.",,,,
,EM:,I already have all your details; I will not labor to ask you questions on that.,,,,
,PK:,"Oh okay, Sir",,,,
,EM:,My first question is about your grandparents. Where did they come from? Do you know or heard them talk about it?,,,,
,PK:,"My grandfather came from Lingamasa, within the district, across the Shire River.",Mangochi,,,
,EM:,"Oh, Lingamasa the opposite side of the river?",,,,
,PK:,Yes that’s where he came from then.,,,,
,EM:,Under which Traditional Authority (T/A)?,Traditional Authorities,,,
,PK:,That was T/A Jowe,Traditional Authorities,,,
,EM:,"Oh ok, T/A Jowe. When was that?",Traditional Authorities,,,
,PK:,That was around 1964. But he passed on since.,1960s,,,
,EM:,Oh sorry and when was that? Would you know?,1970s,,,
,PK:,That would be around 1970s. More exact in 1972 that was when I was leaving for South Africa to work in the mine WNLA.,1970s,,,
,EM:,Oh is that so? And would you know when he was born?,1970s,,,
,PK:,"Oh that would be a while in the late 1800s. Because the time he passed on, he was saying he as above 100 years old. ",family,,,
,EM:,Oh yeah that’s a mirage.,family,,,
,PK:,Definitely. That should be in the 1870s for sure. Because even I was born he was already an old fellow.,family,,,
,EM:,Was he married then? Was he leaving with his wife?,family,,,
,PK:,Actually she was my granny am talking about. When I was born her husband was already dead. So I never saw him.,family,,,
,EM:,Oh! My apologies. I thought we are talking of your grandfather.,family,,,
,PK:,"No, I never saw him.",family,,,
,EM:,Where was he then? Was he alive?,family,,,
,PK:,"He was dead when I was born. So I didn’t know much about him. Also, when I was born, my granny was then living with my mom.",family,,,
,EM:,Is it because of the matrilineal family set up that made it possible that you met and lived with your granny?,family,,,
,PK:,"Very true according to our culture here, my dad would only come to my mom’s family to establish his family. He would not be a reliable figure in terms of my family lineage. He could easily be ditched out if the family of my mother felt enough of him. So it could be that my grandpa was chased away from the family the time I was born. ",family,,,
,EM:,"Oh is that so? That’s very sad not so? ",Mangochi,,,
,PK:,"That’s how it happens here. Actually probably after his death (grandpa) or disappearance, my grandma moved from that side to this side of the river to a place called Saiti Kadzuwa. That’s where the family settled till we were born.",Mangochi,,,
,EM:,Oh I see. So you moved to Saiti Kadzuwa after his death?,Mangochi,,,
,PK:,"Yes when he died, my granny moved from there to settle at Saiti Kadzuwa with my mom.",Mangochi,,,
,EM:,"So, tell me which T/A now?",Mangochi,,,
,PK:,This area is within TA Mponda.,Mangochi,,,
,EM:,Tell me what was your grandparents’ occupation? I am sure they would talk about it?,Mangochi,,,
,PK:,Oh yes. They were farmers. They used to grow groundnuts and sweet potatoes. They would. They had big farms and would grow huge sweet potatoes. They were popular too.,family,,,
,EM:,E:Was that time when your grandparents were married and lived together?,family,,,
,PK:,Yes they were married and lived together as a family. They were great farmers.,family,,,
,EM:,Were they selling their produce?,family,,,
,PK:,"Yes they were growing for sell. They would sell upon harvesting groundnuts and potatoes, sweet potatoes though not Irish potatoes.",family,,,
,EM:,Do people grow Irish potatoes here?,family,,,
,PK:,No we don’t only sweet potatoes,family,,,
,EM:,Alright. So tell me about your dad. Where was he born?,family,,,
,PK:,My dad was born at Mpondasi.,Mangochi,,,
,EM:,Oh Mpndansi not Mponda? What is the difference?,Mangochi,,,
,PK:,Actually Mponda is a chief (Traditional Authority T/A) while Mpondasi is a village. Many people easily confuse,Mangochi,,,
,EM:,"Oh I see, I actually get confused too each time I get across these two names. Thanks for clarification",Mangochi,,,
,PK:,Yes Mponda is T/A while Mpondasi is village headman.,Mangochi,,,
,EM:,Are they related?,Mangochi,,,
,PK:,No. They are not related at all. And if you notice every current chief will retain those names and their titles. It comes from bloodline.,Mangochi,,,
,EM:,"Now I understand the difference. So tell me when your dad and mom got married and settled at Mpondasi, what was their occupation?",Mangochi,,,
,PK:,"When they settled at Mpondasi, both parents were farmers. But my father was also a butcher man. He owned a butcher that sold meet to many people within the area.",Mangochi,,,
,EM:,So he owned a butcher? That means he was rich and you were lucky to be born from a rich family then,family,,,
,PK:,Yes. We were selling to the white people (Azungu {plural}) as well. Also I remember selling more meat to the army barracks especially at Monkyebay (Marine).,family,,,
,EM:,Oh yes that means this business was big? And those armies were then run by the British?,family,,,
,PK:,Exactly it was huge business for the family. Those white British in the army liked our meat. They always bought from our butchery,family,,,
,EM:,"Oh ok. Around this period most of people moved from one area to the other and abroad too for various reasons like poverty, security, employment, witchcraft, and land for agricultural purposes. Were your grandparents and dad and mom involved in these mentioned movements? If yes from where to where?",family,,,
,PK:,No my parents did not move. Even my grandparents did not have to make such moves.,family,,,
,EM:,Wow. That means they were comfortable. So would I be correct to assume you were the first in your family to have travelled abroad to South Africa?,family,,,
,PK:,Yes I was the first to have travelled abroad then.,family,,,
,EM:,Wow! So you were the torchbearer as a migrant worker in your entire family?,family,,,
,PK:,Yes. I am the only one.,family,,,
,EM:,So who else in your family every travelled abroad for work purposes?,family,,,
,PK:,So far only my kids have travelled abroad. They are in South Africa.,family,,,
,EM:,Oh Wow! Are they working in the mines in South Africa like you did?,family,,,
,PK:,Oh No. They are working in different companies not in the mines.,family,,,
,EM:,Wow! That is following your footsteps right?,family,,,
,PK:,"Definitely, they know that they went to school with the money from WNLA. So they had to go abroad to restart their lives.",education,,,
,EM:,This is wonderful! So they have benefited from the WNLA money?,education,,,
,PK:,You are right. They are the direct beneficiaries.,education,,,
,EM:,How do you compare them today and of your years? Do they support back home as you were doing?,education,,,
,PK:,Yes. They are very supportive. They are supporting us as parents just as I used to do to my parents and my immediate family. So far they have not lost it.,education,,,
,EM:,"Wow! That’s encouraging. I have heard about what younger generation of migrant workers from Malawi to South Africa is known for unlike your generation. Mostly, are known for binge drinking, womanizing etc. Most of them have forgotten about their homes. But your kids are a little bit different here.",education,,,
,PK:,You are absolutely right. Young people go to South Africa without any goal. Hence they miss their objectives and lose themselves to worldly things. They tend to lose focus too. But my children are exceptional. They look after each other; remind each other about home etc. They meet each other often. I also try to encourage them to focus.,education,,,
,EM:,That’s fascinating. Keep encouraging them.,,,,
,PK:,Back to your family lineage:,family,,,
,EM:,"Tell me, where did your grand grandparents come from? Say you’re the parents of your grandmother? Where did she come from? Did they tell you their story?",family,,,
