timestamp-old,speaker,words,tags,highlight,timelink,timestamp
,Elias Mandala:,Good afternoon Mr. Alabi Mitawa?,,,,
,Alabi Mitawa:,Good afternoon Sir,,,,
,EM:,First I want to thank you so much for coming all the way from the hills. I know exactly what that means for you to come this far. This is shows great heart of support to this project. We do not take it for granted especially this being rainy season.,,,,
,AM:,Welcome indeed.,,,,
,EM:,"Like we did last time, I want to request for your consent to ask you questions based on our last interview. Do you give me consent to record you and share it with other researchers?",,,,
,AM:,No problem at all. Go ahead.,,,,
,EM:,"Secondly, I want to wish you a happy new year. We are in a new year. We thank God and to request Him to grant all our new year wishes",,,,
,AM:,Thank you so much. I appreciate,,,,
,EM:,So how do you get here? Did you come by motorcycle or car?,Mangochi,,,
,AM:,Today I used motorcycle,Mangochi,,,
,EM:,How much does it cost you to get here?,Mangochi,,,
,AM:,By motorcycle is K4000 and 3500 by car. So return is K8000,Mangochi,,,
,EM:,"And K7000 by car. ",Mangochi,,,
,AM:,"Yes, it is not easy for me considering my age and being rainy season.",Mangochi,,,
,EM:,"You are a strong man, Chief. May be you are this strong because of the hardship experienced while in the mines. Not so?",Mangochi,,,
,AM:,"Yes, that experience ohm has helped me",Mangochi,,,
,EM:,By the way how many journeys so far have travelled?,,,,
,AM:,Three times,,,,
,EM:,Last time I was a bit confused on the journeys. You can now clarify. When were these journeys?,,,,
,AM:,"First, I went in 1964, came back in 1966, second journey, 1966 and back 1968, went back 1969 and back in 1971.",WNLA;1960s;1970s,,,
,EM:,"Oh now is clearer. Now this interview is a follow-up to the one that we had last year, if by chance you forgot anything you have an opportunity to let me know. First I want to know where your grand grandparents came from. Would you know or heard from your parents?",,,,
,AM:,"They came from within Malawi. From Makunganya, Traditional Authority Mponda, Mangochi district.",Mangochi;Traditional Authorities,,,
,EM:,It is fair to conclude that your clan came from Makunganya right?,Mangochi,,,
,AM:,Yes.,Mangochi,,,
,EM:,This mean your grandparents bore your dad at Makunganya? And he bore you too?,Mangochi,,,
,AM:,Very correct.,Mangochi,,,
,EM:,Would know when your grandparents were born?,family,,,
,AM:,I would lie if I tell you the when he was born. My dad did not tell me when. I know he died when I was already born,family,,,
,EM:,"Oh so, you saw him and met him?",family,,,
,AM:,"Yes. He died when I was a man enough. My dad too died when I was a grown up. So I knew him very well unlike my grandfather. At my grandfather I could at times go just for food and ran away, I could not ask for many things and that is why I have less information about my grandparents.",family,,,
,EM:,Oh ok. So tell me what was his profession?,family,,,
,AM:,"My grandfather was weaving MPHASA, or mikeka. I grew up seeing him doing that. He did this for selling. He was also a farmer. He cultivated and grew crops for his family.",,,,
,EM:,"Wow! So he combined both? This was a trend not so, that one could do agriculture at the same time do weaving business just to sustain family income?",,,,
,AM:,Yes. This was long time ago that time food was in abundance and Mkeka weaving was so popular with villagers,,,,
,EM:,Wow! This period could well be around 1800s?,,,,
,AM:,Yes. This was a long time ago. Imagine I was born in 1944. These things must have happened long time ago.,,,,
,EM:,"If you were born in 1944, when was your granddad born?",,,,
,AM:,"Aaaah will be lying if I say he was born on such a date. I even don’t know when my dad was born. And for your information, when I started travelling to WNLA, South Africa, my dad was already dead except my mom.",,,,
,EM:,Oh am sorry to hear about that. And so your granddad was basically weaving and farming as his profession?,,,,
,AM:,"Yes, that’s what I know off.",,,,
,EM:,Going back to their origins. Where did your granddad’s parents come from? In case you may know.,,,,
,AM:,"Most people were saying their parents came from Mozambique. Before settling in Malawi, they came from Mozambique. But my parents were born here.",,,,
,EM:,Why did they migrate from Mozambique to Malawi? Would you know?,,,,
,AM:,Ohm they did not really tell us the main reason for their migration to Malawi from Mozambique,,,,
,EM:,So they did not share their reason?,,,,
,AM:,"No. But that was a really long time ago. However, if you cross the border you will find chiefs on that side have similar names with those of this side. You find similar names, beliefs and types of food. But you would not go there and tell them that we are brothers or sisters because of the names.",,,,
,EM:,So this means that most of people here (Malawi) came from Mozambique?,,,,
,AM:,"Yes. ",,,,
,EM:,But why did most people moved to Malawi from Mozambique? What reasons do they give?,,,,
,AM:,"I think people that side were being forced out by rulers of that side. So it was easy to come over this side. You know, then there were no waters on the river. It was dry. People could just walk over.",,,,
,EM:,You mean the lake was dry?,,,,
,AM:,"Yes was dry and this river was running out of water and people could easily cross over. This is why many people also left the area to other areas like Mayani, in Dedza. Most of those people are from here.",,,,
,EM:,So do these still consider this place their home? And why did they move from here?,,,,
,AM:,"The elders might know the reason why they moved. ",,,,
,EM:,"So, am I right to conclude that, your grand grandfather came from Mozambique, though you do not know why they migrated to Malawi? Both your grandfather and your father were born in Malawi. Lastly you were also born in Malawi?",,,,
